CASEID,WEIGHT,WEIGHTPOP,P_PARTYID7,QUALLIFE,HLTHPHYS,HLTHMNTL,SATSOC,ACTSSOC,PHYSACTS,EMOPROBS,FATIGUE,RATEPAIN,FEELA,FEELB,FEELC,FEELD,FEELE,FEELF,FEELG,FEELH,FEELI,FEELJ,STRESS1,STRESS2,STRESS3,STRESS4,LONELY1,LONELY2,LONELY3,SATFIN,FINALTER,FINRELA,GOODLIFE,KIDSSOL,HAPPY,REACT1A,REACT1B,REACT1C,REACT1D,REACT1E,REACT1F,REACT1G,REACT1H,REACT1I,REACT1J,REACT1K,REACT1L,REACT1M,REACT1N,REACT1O,REACT2A,REACT2B,REACT2C,REACT2D,REACT2E,REACT2F,REACT2G,REACT2H,REACT2I,REACT2J,REACT2K,REACT2L,REACT2M,REACT2N,REACT2O,THNGA,THNGB,THNGC,THNGD,THNGE,INFO,CHANGE,Q9,Q10,Q11,Q14,ECONIMPACTA,ECONIMPACTB,ECONIMPACTC,ECONIMPACTD,ECONIMPACTE,ECONIMPACTF,ECONIMPACTG,ECONIMPACTH,ECONIMPACTI,ECONIMPACTJ,ECONIMPACTK,ECONIMPACTL,ECONIMPACTM,ECONIMPACTN,ECONIMPACTO,ECONIMPACTP,ECONIMPACTQ,Q25_1,Q25_2,Q25_3,Q25_4,Q25_DK,Q25_SKP,Q25_REF,Q19,Q20_1,Q20_2,Q20_3,Q20_DK,Q20_SKP,Q20_REF,Q21A,Q21B,Q21C,Q21D,Q21E,Q21F,Q21G,CAREGAPA,CAREGAPB,CAREGAPC,CAREGAPD,CAREGAPE,CAREGAPF,CAREGAPG,CAREGAPH,CAREGAPI,CAREGAPJ,CAREGAPK,CAREGAPL,WHYCAREGAPA,WHYCAREGAPB,WHYCAREGAPC,WHYCAREGAPD,WHYCAREGAPE,WHYCAREGAPF,WHYCAREGAPG,WHYCAREGAPH,WHYCAREGAPI,WHYCAREGAPJ,WHYCAREGAPK,WHYCAREGAPL,TELEHEALTH,CAREGIVEA,CAREGIVEB,CAREGIVEC,CAREGETA,CAREGETB,CAREGETC,FLOYDPROTESTA,FLOYDPROTESTB,FLOYDPROTESTC,FLOYDPROTESTD,STARTDT,ENDDT,DURATION,SURV_MODE,SURV_LANG,DEVICE,GENDER,AGE4,AGE7,EDUC4,MARITAL,EMPLOY,REGION4,REGION9,METRO,INTERNET,HOUSING,HOME_TYPE,PHONESERVICE,HHSIZE,HH01,HH25,HH612,HH1317,HH18OV,HHINCOME,EDU_R3,INC_R3,EMPLOYED,MARRIED,RACETH,AGE_GROUP_R5,HOTSPOT
71,0.24626937,30713.405930,Moderate Democrat,Very good,Very good,Very good,Very good,Very good,Mostly,Sometimes,Moderate,6,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,More or less satisfied,Worse,Average,Neither agree nor disagree,About the same,Pretty happy,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,,,No,,No,No,,No,,,,,,,,No,No,No,No,No,Occasionally,Only a few,Yes,No,Yes,"Yes, I use paid leave",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,"Some possible symptoms, but no diagnosis by doctor",No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,No,No,No,No,No,No,No,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,22JUN20:17:50:55,22JUN20:17:55:54,5,Web Interview,English,Smartphone,Female,30-44,25-34,Some college,Married,Working - as a paid employee,Midwest,West North Central,Metro Area,Internet Household,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Cellphone only,2,0,0,0,0,2,"$75,000 to under $100,000",Some college,"$50,000 to under $100,000",Employed,Married/co-habitating,"White, non-Hispanic",30 to 39,Not Hotspot
74,1.04518618,130350.05950,Strong Democrat,Good,Very good,Good,Good,Very good,Completely,Sometimes,Mild,1,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Almost never,Fairly often,Sometimes,Sometimes,Rarely,Often,Often,More or less satisfied,Stayed the same,Average,Neither agree nor disagree,Somewhat better,Pretty happy,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,,Yes,Yes,,Yes,Yes,,No,,,Yes,,,,,No,No,Yes,No,No,Rarely,None,No,No,No,"No, I receive no pay",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,Provider decided,,,,,,Not sure,No,No,No,No,No,No,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,26JUN20:16:33:53,26JUN20:16:47:15,13,Web Interview,English,Smartphone,Female,18-29,25-34,HS graduate or equivalent,Married,Not working - looking for work,Midwest,East North Central,Metro Area,Internet Household,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Cellphone only,6,0,4,2,0,5,"$20,000 to under $30,000",High school diploma or less,"Less than $50,000",Not employed,Married/co-habitating,"African American, non-Hispanic",18 to 29,Not Hotspot
75,2.42609825,302570.06600,Moderate Republican,Very good,Good,Good,Very good,Very good,Completely,Rarely,Moderate,2,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Almost never,Fairly often,Fairly often,Sometimes,Never,Never,Never,More or less satisfied,Worse,Average,Neither agree nor disagree,Somewhat better,Very happy,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,,,,,,No,,,No,,,,,,,No,No,Yes,No,No,Occasionally,Only a few,Yes,No,Yes,"No, I receive no pay",Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,,,,,,,Provider decided,,,Yes,No,No,No,No,No,No,Strongly agree,Agree,Agree,Neither agree nor disagree,24JUN20:10:53:59,24JUN20:11:05:55,12,Web Interview,English,Smartphone,Male,30-44,35-44,HS graduate or equivalent,Never married,Working - as a paid employee,Northeast,Mid-Atlantic,Metro Area,Internet Household,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Cellphone only,2,0,0,0,0,1,"$50,000 to under $75,000",High school diploma or less,"$50,000 to under $100,000",Employed,Not married,"White, non-Hispanic",30 to 39,Not Hotspot
76,0.36369943,45358.657910,Strong Democrat,Good,Very good,Very good,Very good,Very good,Completely,Rarely,None,0 - No pain,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Fairly often,Fairly often,Sometimes,Sometimes,Never,Never,Never,Not at all satisfied,Worse,Below average,Somewhat disagree,No children,Pretty happy,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,,,,No,No,Yes,,Yes,,,,,,,No,Yes,Yes,No,Yes,Often,None,Yes,Yes,Yes,"No, I receive no pay",No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,Not sure,Yes,No,No,No,Yes,No,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,23JUN20:09:10:43,23JUN20:09:23:23,14,Web Interview,English,Desktop,Female,30-44,25-34,Some college,Married,Working - as a paid employee,South,South Atlantic,Metro Area,Internet Household,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Cellphone only,4,0,0,0,0,4,"$75,000 to under $100,000",Some college,"$50,000 to under $100,000",Employed,Married/co-habitating,Other,30 to 39,Not Hotspot
77,4.78266077,596468.00640,Moderate Democrat,Poor,Excellent,Poor,Poor,Poor,Completely,Always,None,0 - No pain,No,No,No,Yes,No,Yes,No,Yes,No,No,Very often,Never,Never,Very often,Very often,Very often,Very often,Not at all satisfied,Stayed the same,Far below average,Strongly disagree,Much worse,Not too happy,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,,,No,,,Yes,,,,,,,,,,No,No,Yes,No,No,Rarely,None,No,No,No,"No, I receive no pay",No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,22JUN20:23:45:33,22JUN20:23:53:28,8,Web Interview,English,Smartphone,Male,18-29,18-24,Some college,Never married,Not working - other,West,Pacific,Metro Area,Internet Household,Rented for cash,A building with 2 or more apartments,Cellphone only,3,0,0,0,0,3,"$10,000 to under $20,000",Some college,"Less than $50,000",Not employed,Not married,"White, non-Hispanic",18 to 29,Not Hotspot
78,1.43939900,179514.18500,Strong Republican,Good,Good,Good,Good,Very good,Completely,Rarely,Mild,3,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Fairly often,Fairly often,Almost never,Almost never,Often,Rarely,Never,Not at all satisfied,Worse,Below average,Somewhat disagree,Somewhat worse,Pretty happy,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,,,,,,,,Yes,,,,,Yes,Yes,Yes,Yes,No,Occasionally,None,No,No,No,"Yes, I receive partial pay",No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,Yes,Yes,Yes,Yes,No,No,No,Agree,Strongly agree,Agree,Disagree,23JUN20:08:06:59,23JUN20:08:27:55,21,Web Interview,English,Desktop,Male,45-59,55-64,HS graduate or equivalent,Married,Working - as a paid employee,Northeast,Mid-Atlantic,Metro Area,Internet Household,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Landline telephone only,3,0,0,0,0,3,"$50,000 to under $75,000",High school diploma or less,"$50,000 to under $100,000",Employed,Married/co-habitating,Other,40 to 59,Not Hotspot
79,1.25443465,156446.41600,,Good,Fair,Good,Good,Fair,A little,Rarely,Moderate,5,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,Sometimes,Very often,Fairly often,Never,Sometimes,Sometimes,Rarely,More or less satisfied,Worse,Below average,Somewhat disagree,No children,Pretty happy,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,,,,,No,Yes,No,,Yes,,,,Yes,,,Yes,Yes,Yes,No,No,Occasionally,None,No,No,No,"No, I receive no pay",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,Yes,Yes,No,SKIPPED ON WEB,No,No,No,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,23JUN20:19:03:33,23JUN20:19:24:31,22,Web Interview,English,Desktop,Female,60+,75+,BA or above,Never married,Not working - retired,West,Mountain,Non-Metro Area,Internet Household,Rented for cash,A building with 2 or more apartments,"Have cellphone, but mostly use landline",1,0,0,0,0,1,"$10,000 to under $20,000",Bachelors degree or more,"Less than $50,000",Not employed,Not married,"White, non-Hispanic",65 or older,Not Hotspot
80,0.55598334,69339.283990,Moderate Republican,Good,Fair,Good,Fair,Fair,Completely,Rarely,Mild,1,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Sometimes,Fairly often,Sometimes,Almost never,Never,Rarely,Rarely,More or less satisfied,Stayed the same,Average,Somewhat agree,Somewhat worse,Pretty happy,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,,,,,,,,,,,Yes,,,,Yes,No,No,Yes,No,No,Often,None,No,No,No,"No, I receive no pay",No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,Both,,,,,,Yes,No,No,No,Yes,No,No,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,23JUN20:07:33:06,23JUN20:07:52:25,21,Web Interview,English,Desktop,Female,60+,65-74,Some college,Living with partner,Not working - retired,West,Pacific,Metro Area,Internet Household,Owned or being bought by you or someone in your household,A one-family house detached from any other house,"Have cellphone, but mostly use landline",3,0,0,0,0,3,"$40,000 to under $50,000",Some college,"Less than $50,000",Not employed,Married/co-habitating,"White, non-Hispanic",65 or older,Not Hotspot
81,0.62540316,77996.954840,Moderate Republican,Good,Fair,Fair,Good,Good,A little,Always,Very severe,7,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Sometimes,Almost never,Almost never,Fairly often,Rarely,Rarely,Rarely,Not at all satisfied,Stayed the same,Average,Somewhat disagree,Somewhat better,Not too happy,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,No,Yes,Yes,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Occasionally,Some,No,No,No,"No, I receive no pay",Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,"Some possible symptoms, but no diagnosis by doctor",No,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,SKIPPED ON WEB,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,Not sure,Yes,Yes,Yes,Yes,No,Yes,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,24JUN20:10:09:30,24JUN20:10:26:27,17,Web Interview,English,Smartphone,Female,45-59,45-54,Some college,Married,Working - self-employed,Midwest,West North Central,Metro Area,Non-internet household,Rented for cash,A one-family house detached from any other house,Cellphone only,3,0,0,0,0,3,"$30,000 to under $40,000",Some college,"Less than $50,000",Employed,Married/co-habitating,"White, non-Hispanic",40 to 59,Not Hotspot
82,0.39079122,48737.402250,Don't Lean/Independent/None,Fair,Fair,Fair,Fair,Fair,Moderately,Often,Moderate,6,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Sometimes,Sometimes,Fairly often,Sometimes,Rarely,Sometimes,Sometimes,Not at all satisfied,Worse,Below average,Somewhat disagree,Much worse,Not too happy,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,No,,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Often,None,No,No,Yes,"No, I receive no pay",No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,,,,Provider decided,Provider decided,Provider decided,,Provider decided,,,Provider decided,,Yes,Yes,Yes,Yes,No,No,No,Strongly agree,Strongly agree,Agree,Strongly agree,25JUN20:22:46:11,25JUN20:23:00:08,14,Web Interview,English,Smartphone,Female,30-44,35-44,Some college,Married,Not working - looking for work,Midwest,West North Central,Non-Metro Area,Internet Household,Rented for cash,A one-family house detached from any other house,Cellphone only,5,0,0,1,0,4,"$30,000 to under $40,000",Some college,"Less than $50,000",Not employed,Married/co-habitating,"White, non-Hispanic",40 to 59,Not Hotspot
84,0.38241612,47692.904380,Lean Democrat,Good,Very good,Good,Fair,Excellent,Moderately,Often,Moderate,4,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,Fairly often,Fairly often,Sometimes,Almost never,Sometimes,Often,Rarely,More or less satisfied,Stayed the same,Above average,Neither agree nor disagree,Somewhat worse,Pretty happy,Yes,No,SKIPPED ON WEB,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,,,No,No,Yes,Yes,No,Yes,,,,,No,No,Yes,Yes,Yes,No,Yes,Often,None,No,No,Yes,"No, I receive no pay",No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,,,,,,,,Provider decided,,Yes,No,No,No,Yes,Yes,Yes,Strongly agree,Disagree,Strongly agree,Neither agree nor disagree,23JUN20:07:00:17,23JUN20:07:12:52,13,Web Interview,English,Desktop,Male,60+,65-74,Some college,Married,Not working - retired,South,South Atlantic,Metro Area,Internet Household,Owned or being bought by you or someone in your household,A one-family house detached from any other house,"Have a landline, but mostly use cellphone",2,0,0,0,0,2,"$100,000 to under $150,000",Some college,"$100,000 or more",Not employed,Married/co-habitating,"White, non-Hispanic",65 or older,Not Hotspot
85,2.48444219,309846.41220,Moderate Democrat,Good,Good,Fair,Good,Very good,Completely,Rarely,Mild,0 - No pain,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Fairly often,Fairly often,Fairly often,Almost never,Sometimes,Sometimes,Never,Satisfied,Better,Below average,Somewhat agree,Somewhat better,Pretty happy,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,,,,,No,No,No,Yes,,,,,,Yes,No,Yes,No,No,No,Occasionally,None,No,No,Yes,"No, I receive no pay",No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,Yes,No,No,Yes,No,No,No,Strongly agree,Neither agree nor disagree,Strongly agree,Disagree,22JUN20:19:07:55,22JUN20:19:15:17,8,Web Interview,English,Smartphone,Female,18-29,18-24,BA or above,Married,Working - as a paid employee,South,South Atlantic,Metro Area,Internet Household,Occupied without payment of cash rent,A one-family house attached to one or more houses,Cellphone only,2,0,0,0,0,1,"$40,000 to under $50,000",Bachelors degree or more,"Less than $50,000",Employed,Married/co-habitating,"White, non-Hispanic",18 to 29,Not Hotspot
86,0.84278352,105107.47650,Don't Lean/Independent/None,Good,Very good,Excellent,Very good,Fair,Completely,Often,None,2,Yes,No,No,No,Yes,No,No,No,Yes,No,Never,Very often,Fairly often,Never,Never,Rarely,Never,Not at all satisfied,Stayed the same,Far below average,Strongly disagree,Somewhat worse,Pretty happy,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,Yes,No,Yes,No,No,Often,Some,Yes,No,No,"No, I receive no pay",No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,,,,,,,,Provider decided,,Provider decided,,,Yes,Yes,Yes,No,No,No,No,Agree,Disagree,Neither agree nor disagree,Disagree,28JUN20:12:14:41,28JUN20:12:34:22,25,Web Interview,English,Desktop,Male,60+,55-64,BA or above,Married,Not working - other,Northeast,Mid-Atlantic,Metro Area,Internet Household,Owned or being bought by you or someone in your household,A one-family house detached from any other house,"Have a landline, but mostly use cellphone",6,0,0,0,0,1,"$20,000 to under $30,000",Bachelors degree or more,"Less than $50,000",Not employed,Married/co-habitating,"White, non-Hispanic",60 to 64,Not Hotspot
89,2.46828159,307830.94890,Strong Republican,Excellent,Excellent,Very good,Excellent,Excellent,Completely,Sometimes,Moderate,7,No,Yes,No,No,No,Yes,No,Yes,No,Yes,Very often,Never,Never,Never,Often,Very often,Very often,Not at all satisfied,Worse,Far below average,Somewhat disagree,About the same,Not too happy,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Most of the time,Many,Yes,Yes,No,"No, I receive no pay",Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,"Some possible symptoms, but no diagnosis by doctor",No,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,,,,,Both,,,,I decided,,,,No,No,No,Yes,No,No,No,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,23JUN20:12:45:13,23JUN20:13:00:39,16,Web Interview,English,Smartphone,Female,18-29,18-24,Some college,Never married,Working - as a paid employee,Northeast,Mid-Atlantic,Metro Area,Internet Household,Owned or being bought by you or someone in your household,A one-family house detached from any other house,"Have cellphone, but mostly use landline",4,0,0,0,0,4,"$150,000 or more",Some college,"$100,000 or more",Employed,Not married,"White, non-Hispanic",18 to 29,Hotspot
90,1.18587390,147895.88370,Moderate Democrat,Very good,Good,Excellent,Good,Fair,Mostly,Never,Mild,5,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Almost never,Very often,Fairly often,Never,Never,Sometimes,Never,More or less satisfied,Worse,Above average,Somewhat disagree,Somewhat worse,Pretty happy,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,,,,,,,No,,,,,,,No,No,Yes,No,No,Often,None,No,No,No,"No, I receive no pay",No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,,,,Provider decided,,I decided,,,,,I decided,Provider decided,No,No,No,No,No,No,No,Strongly agree,Disagree,Strongly agree,Disagree,22JUN20:16:43:01,22JUN20:17:42:04,24,Web Interview,English,Smartphone,Male,60+,75+,BA or above,Married,Not working - retired,South,South Atlantic,Metro Area,Internet Household,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Cellphone only,2,0,0,0,0,2,"$30,000 to under $40,000",Bachelors degree or more,"Less than $50,000",Not employed,Married/co-habitating,"White, non-Hispanic",65 or older,Not Hotspot
91,0.99448597,124026.99940,Moderate Republican,Very good,Good,Very good,Very good,Very good,Mostly,Rarely,Mild,5,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Almost never,Very often,Fairly often,Almost never,Never,Rarely,Rarely,Satisfied,Stayed the same,Below average,Neither agree nor disagree,Somewhat worse,Pretty happy,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,,Yes,No,No,,,,,,,,,,,Yes,Yes,Yes,No,No,Rarely,Only a few,No,No,Yes,"Yes, I use paid leave",No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,No,No,No,No,No,No,No,Agree,Strongly agree,Neither agree nor disagree,Disagree,24JUN20:09:32:59,24JUN20:09:39:34,7,Web Interview,English,Desktop,Female,60+,55-64,HS graduate or equivalent,Married,Working - as a paid employee,Midwest,East North Central,Non-Metro Area,Internet Household,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Cellphone only,2,0,0,0,0,2,"$50,000 to under $75,000",High school diploma or less,"$50,000 to under $100,000",Employed,Married/co-habitating,"White, non-Hispanic",60 to 64,Not Hotspot
92,1.27949862,159572.26050,Moderate Republican,Good,Good,Good,Good,Good,Completely,Sometimes,Moderate,2,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Almost never,Fairly often,Sometimes,Sometimes,Never,Rarely,Rarely,More or less satisfied,Better,Average,Somewhat agree,Somewhat better,Pretty happy,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,,,,,No,No,No,No,No,,,,,,No,Yes,No,Yes,No,Yes,Occasionally,Only a few,Yes,No,Yes,"No, I receive no pay",No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,,,Provider decided,,,,Not sure,Yes,No,No,No,No,No,Disagree,Strongly agree,Disagree,Strongly agree,25JUN20:10:13:36,25JUN20:10:23:53,11,Web Interview,English,Desktop,Male,18-29,25-34,BA or above,Never married,Working - as a paid employee,South,West South Central,Non-Metro Area,Non-internet household,Rented for cash,A building with 2 or more apartments,Cellphone only,1,0,0,0,0,1,"$20,000 to under $30,000",Bachelors degree or more,"Less than $50,000",Employed,Not married,"White, non-Hispanic",18 to 29,Not Hotspot
93,0.69666019,86883.752430,Moderate Republican,Very good,Very good,Very good,Good,Good,Completely,Never,None,0 - No pain,No,No,No,No,No,No,No,No,Yes,No,Never,Very often,Fairly often,Never,Never,Never,Never,More or less satisfied,Stayed the same,Below average,Neither agree nor disagree,No children,Pretty happy,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,Yes,No,Yes,No,No,Often,None,No,No,Yes,"Yes, I receive full pay but do not have to take leave",Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,Not sure,No,No,No,No,No,No,Strongly disagree,Strongly agree,Strongly disagree,Agree,28JUN20:16:20:28,28JUN20:16:36:53,17,Web Interview,English,Desktop,Male,45-59,45-54,Some college,Never married,Working - as a paid employee,South,South Atlantic,Metro Area,Internet Household,Rented for cash,A building with 2 or more apartments,Cellphone only,2,0,0,0,0,2,"$40,000 to under $50,000",Some college,"Less than $50,000",Employed,Not married,"White, non-Hispanic",40 to 59,Not Hotspot
94,0.82402716,102768.28390,Don't Lean/Independent/None,Good,Good,Very good,Good,Good,Completely,Never,Mild,1,No,No,Yes,No,Yes,Yes,No,No,Yes,No,Never,Very often,Very often,Almost never,Never,Never,Never,Satisfied,Stayed the same,Average,Somewhat agree,No children,Very happy,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,,,,,,,,Yes,,,,,,,No,No,No,No,No,Occasionally,None,No,No,Yes,"No, I receive no pay",No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,Yes,No,No,No,No,No,No,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,01JUL20:07:48:25,01JUL20:08:02:03,14,Web Interview,English,Desktop,Female,45-59,45-54,Some college,Living with partner,Not working - other,West,Pacific,Metro Area,Internet Household,Rented for cash,A building with 2 or more apartments,Cellphone only,2,0,0,0,0,2,"$75,000 to under $100,000",Some college,"$50,000 to under $100,000",Not employed,Married/co-habitating,"White, non-Hispanic",40 to 59,Not Hotspot
